product_name,store_name,reviewer_name,rating,review_text,review_date,variant,review_id,sentiment_label,review_text_raw,review_text_clean,text_length,label
"Apple iPhone 17 Pro Max Garansi Resmi Indonesia - 256Gb, Deep Blue",Senjaya Selindo,M***i,5,Packaging aman 🙏. IMEI terdaftar di Kemenperin.,Lebih dari 1 tahun lalu,256Gb - Blue,ad9ff8242691,Positif,Packaging aman 🙏. IMEI terdaftar di Kemenperin.,packaging aman imei terdaftar di kemenperin,6,1
"(RESMI) iPhone 17 256GB 512GB A19 Chip Black White Mist Blue Sage Lavender - 256GB, Lavender",Putra Group,Anonymous,5,Barang tiba tepat waktu dalam kondisi baik. Penjual sangat responsif menjawab pertanyaan2 sebelum transaksi dan sesudah transaksi. Mantap!,1 bulan lalu,256GB - Mist Blue,f0b1e0d589f1,Positif,Barang tiba tepat waktu dalam kondisi baik. Penjual sangat responsif menjawab pertanyaan2 sebelum transaksi dan sesudah transaksi. Mantap!,barang tiba tepat waktu dalam kondisi baik penjual sangat responsif menjawab pertanyaan2 sebelum transaksi dan sesudah transaksi mantap,18,1
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,Anonymous,5,"Seller ramah dan responsif, dapat harga promo 💵, packing sangat aman, request kode PA/A dan dikasih sesuai request dan barang sampai dalam keadaan sangat baik serta kuri...",Lebih dari 1 tahun lalu,Promo Blue - 128GB,bf2198377c4e,Positif,"Seller ramah dan responsif, dapat harga promo 💵, packing sangat aman, request kode PA/A dan dikasih sesuai request dan barang sampai dalam keadaan sangat baik serta kuri...",seller ramah dan responsif dapat harga promo packing sangat aman request kode pa a dan dikasih sesuai request dan barang sampai dalam keadaan sangat baik serta kuri,27,1
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,K***n,5,barang sesuai,Lebih dari 1 tahun lalu,Blue - 256GB,468b39fb6e50,Positif,barang sesuai,barang sesuai,2,1
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,A***i,5,"setelah 5 bulan pakai, ini worth it bgt",Lebih dari 1 tahun lalu,Promo Black - 128GB,4a047d7b4b26,Positif,"setelah 5 bulan pakai, ini worth it bgt",setelah 5 bulan pakai ini worth it bgt,8,1
APPLE iPhone 13 - iPhone 14 - iPhone 15 - iPhone 16 - iPhone 17 Resmi IBOX DIGIMAP GDN - 13 128GB Midnight,Unknown,A***f,5,"tengkyuu kak, mantab sellernya satset",3 minggu lalu,13 128GB Midnight,2d4f31ffc09b,Positif,"tengkyuu kak, mantab sellernya satset",tengkyuu kak mantab sellernya satset,5,1
APPLE iPhone 13 - iPhone 14 - iPhone 15 - iPhone 16 - iPhone 17 Resmi IBOX DIGIMAP GDN - 13 128GB Midnight,Unknown,Anonymous,5,Okkkk👍🙏🙏,2 minggu lalu,13 128GB Midnight,6074186c5bee,Positif,Okkkk👍🙏🙏,okkkk,1,1
[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,Anonymous,5,Original,Lebih dari 1 tahun lalu,Black,481411cf7097,Positif,Original,original,1,1
[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,Anonymous,5,Barang dalam kondisi bagus!! Dapat harga terbaik di live Wenny Wijaya,Lebih dari 1 tahun lalu,White,6cf0f4aa54c1,Positif,Barang dalam kondisi bagus!! Dapat harga terbaik di live Wenny Wijaya,barang dalam kondisi bagus dapat harga terbaik di live wenny wijaya,11,1
"Apple iPhone 17 Pro Max Garansi Resmi Indonesia - 256Gb, Deep Blue",Senjaya Selindo,I***a,5,"Barang datang sesuai jadwal, masih belum dibuka krn untuk ultah anak tgl 8 mei, sudah cek imei nya terdaftar, tetima kasih banyak 🙏",Lebih dari 1 tahun lalu,128Gb - Blue,3a929b4035a7,Positif,"Barang datang sesuai jadwal, masih belum dibuka krn untuk ultah anak tgl 8 mei, sudah cek imei nya terdaftar, tetima kasih banyak 🙏",barang datang sesuai jadwal masih belum dibuka krn untuk ultah anak tgl 8 mei sudah cek imei nya terdaftar tetima kasih banyak,22,1
[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,F***g,5,Thanks iPhone Sudah diterima dalam kondisi brand new in the box.,Lebih dari 1 tahun lalu,Red,f46d4b0fe87c,Positif,Thanks iPhone Sudah diterima dalam kondisi brand new in the box.,thanks iphone sudah diterima dalam kondisi brand new in the box,11,1
"Apple iPhone 17 Pro Garansi Resmi Indonesia - 256Gb, Deep Blue",Senjaya Selindo,S***i,5,"proses cepaaat, packing amaaan jaya, dapat bonus juga, hp segel, mantap jaya",Lebih dari 1 tahun lalu,128Gb - Graphite,c6ef07b1623d,Positif,"proses cepaaat, packing amaaan jaya, dapat bonus juga, hp segel, mantap jaya",proses cepaaat packing amaaan jaya dapat bonus juga hp segel mantap jaya,12,1
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,Anonymous,5,"Pengiriman instant, barang segel dan ori. sudah dipakai sehari berfungai dengan baik dan sempurna meskipun awalny agak kesulitan utk buat apple id entah kenapa. smpe bbrp...",Lebih dari 1 tahun lalu,Promo Natural - 128GB,8ff93180a89f,Positif,"Pengiriman instant, barang segel dan ori. sudah dipakai sehari berfungai dengan baik dan sempurna meskipun awalny agak kesulitan utk buat apple id entah kenapa. smpe bbrp...",pengiriman instant barang segel dan ori sudah dipakai sehari berfungai dengan baik dan sempurna meskipun awalny agak kesulitan utk buat apple id entah kenapa smpe bbrp,26,1
[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,Anonymous,5,😁👍👍👍sangat sangat sangat puas,Lebih dari 1 tahun lalu,Black,6460e2503a0e,Positif,😁👍👍👍sangat sangat sangat puas,sangat sangat sangat puas,4,1
[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,F***h,5,Luar biasa amanahh barang ori mantul daah,Lebih dari 1 tahun lalu,Black,a79f1ad59b37,Positif,Luar biasa amanahh barang ori mantul daah,luar biasa amanahh barang ori mantul daah,7,1
"Apple iPhone 17 Pro Garansi Resmi Indonesia - 256Gb, Deep Blue",Senjaya Selindo,Anonymous,5,Mau kirim instant walaupun minggu sore. Baru selesai xfer dari iphone lama. Sesuai ekspektasi. Ty,Lebih dari 1 tahun lalu,256Gb - Silver,3106fa0e5de0,Positif,Mau kirim instant walaupun minggu sore. Baru selesai xfer dari iphone lama. Sesuai ekspektasi. Ty,mau kirim instant walaupun minggu sore baru selesai xfer dari iphone lama sesuai ekspektasi ty,15,1
[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,Anonymous,5,Barang Ori pengemasan aman pengiriman cepat dapat bonus,Lebih dari 1 tahun lalu,Black,055b93894817,Positif,Barang Ori pengemasan aman pengiriman cepat dapat bonus,barang ori pengemasan aman pengiriman cepat dapat bonus,8,1
"Apple iPhone 17 Pro Max Garansi Resmi Indonesia - 256Gb, Deep Blue",Senjaya Selindo,Anonymous,5,IMEI terdaftar di Kemenperin Packaging aman 🙏 Packaging rapi,Lebih dari 1 tahun lalu,128Gb - Silver,43201f6de896,Positif,IMEI terdaftar di Kemenperin Packaging aman 🙏 Packaging rapi,imei terdaftar di kemenperin packaging aman packaging rapi,8,1
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,Y***o,5,"Toko Good banget ini, fast respond. Cuma sayang kurir rekomendasi tokped bener bener bkin kesel hati.",Lebih dari 1 tahun lalu,Natural - 128GB,5e0fb5e8c2da,Positif,"Toko Good banget ini, fast respond. Cuma sayang kurir rekomendasi tokped bener bener bkin kesel hati.",toko good banget ini fast respond cuma sayang kurir rekomendasi tokped bener bener bkin kesel hati,16,1
[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,Anonymous,5,"Alhamdulillah😍 amanah 🥰 sampai dengan selamat packingnya ok, giftnya sesuai, request pas, pastinya iBox pokoknya saranghae terima kasih Milano cell♥️",Lebih dari 1 tahun lalu,White,17cd6f4e1a66,Positif,"Alhamdulillah😍 amanah 🥰 sampai dengan selamat packingnya ok, giftnya sesuai, request pas, pastinya iBox pokoknya saranghae terima kasih Milano cell♥️",alhamdulillah amanah sampai dengan selamat packingnya ok giftnya sesuai request pas pastinya ibox pokoknya saranghae terima kasih milano cell,19,1
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,Anonymous,5,"admin ramah bgt sangat membantu, produk original terjamin, jgn ragu beli disini!!",Lebih dari 1 tahun lalu,Promo Blue - 128GB,989b8e911932,Positif,"admin ramah bgt sangat membantu, produk original terjamin, jgn ragu beli disini!!",admin ramah bgt sangat membantu produk original terjamin jgn ragu beli disini,12,1
"Apple iPhone 17 Pro 256GB 512GB 1TB A19 Pro Chip Blue Orange Silver Garansi Apple - 256GB, Deep Blue",Unknown,w***n,5,"emang ga pake lebay, seller ini juara dalam banyak hal. juara harga yg paling murah. juara kasih bonusan lengkap kap kap. juara komunikasi lancar banget.",1 bulan lalu,DOWNPAYMENT - Deep Blue,b61f5bc4f4b5,Positif,"emang ga pake lebay, seller ini juara dalam banyak hal. juara harga yg paling murah. juara kasih bonusan lengkap kap kap. juara komunikasi lancar banget.",emang ga pake lebay seller ini juara dalam banyak hal juara harga yg paling murah juara kasih bonusan lengkap kap kap juara komunikasi lancar banget,25,1
"(RESMI) iPhone 17 Pro Max ProMax 256GB 512GB 1TB A19 Pro Chip Silver Cosmic Orange Deep Blue - 256GB, Deep Blue",Putra Group,Anonymous,5,berfungsi dengan baik,1 bulan lalu,256GB - Cosmic Orange,073f3d0dd0cb,Positif,berfungsi dengan baik,berfungsi dengan baik,3,1
APPLE IPHONE 13 / IPHONE 14 / IPHONE 15 / IPHONE 16 / IPHONE 17 128GB 256GB GARANSI RESMI IBOX,ALIENWARE GAMING STORE,Anonymous,1,"toko drama minta tambahan biaya kalau ga tf ga dikirim ,kecewa",1 bulan lalu,IPHONE 13 BLACK,456538567162,Negatif,"toko drama minta tambahan biaya kalau ga tf ga dikirim ,kecewa",toko drama minta tambahan biaya kalau ga tf ga dikirim kecewa,11,0
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,H***m,5,👍🏻👍🏻 Seller terpercaya & ramah.. Paket lengkap & aman. Thanks 🙏🏻😀,Lebih dari 1 tahun lalu,Promo White - 256GB,a85513351725,Positif,👍🏻👍🏻 Seller terpercaya & ramah.. Paket lengkap & aman. Thanks 🙏🏻😀,seller terpercaya ramah paket lengkap aman thanks,7,1
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,Anonymous,5,Oke barang original dapet PA,Lebih dari 1 tahun lalu,Blue - 128GB,dbe59b0f74fc,Positif,Oke barang original dapet PA,oke barang original dapet pa,5,1
"Apple iPhone 17 Pro Garansi Resmi Indonesia - 256Gb, Deep Blue",Senjaya Selindo,M***r,5,"proses cepat, tp adminnya kurang komunikatif ngomongnya “baik bosku Thx ya”. tp iphonenya aman imei terdaftar. overall puas",Lebih dari 1 tahun lalu,128Gb - Gold,d2ada14a24e6,Positif,"proses cepat, tp adminnya kurang komunikatif ngomongnya “baik bosku Thx ya”. tp iphonenya aman imei terdaftar. overall puas",proses cepat tp adminnya kurang komunikatif ngomongnya baik bosku thx ya tp iphonenya aman imei terdaftar overall puas,18,1
"iPhone 17 Garansi Resmi Indonesia - 256GB, Black",Unknown,Anonymous,5,"Kedua kalinya beli hp di igoods, packingny super rapih, tebel dan kuat banget kayuny, selalu aman sampai di kalimantan. Adminny juga ramah dan fast respon banget klo kita...",1 bulan lalu,256GB + Protect - Lavender,e7b1449dafb3,Positif,"Kedua kalinya beli hp di igoods, packingny super rapih, tebel dan kuat banget kayuny, selalu aman sampai di kalimantan. Adminny juga ramah dan fast respon banget klo kita...",kedua kalinya beli hp di igoods packingny super rapih tebel dan kuat banget kayuny selalu aman sampai di kalimantan adminny juga ramah dan fast respon banget klo kita,28,1
"Apple iPhone 17 Pro Max Garansi Resmi Indonesia - 256Gb, Deep Blue",Senjaya Selindo,D***a,5,Sinyal aman IMEI terdaftar di Kemenperin Barangnya original 👍 Ada garansi iBox Barangnya mulus Berfungsi dengan baik Masih ada greenpeel Proses pesanan cepat Packaging a...,Lebih dari 1 tahun lalu,128Gb - Graphite,1f11e8030ced,Positif,Sinyal aman IMEI terdaftar di Kemenperin Barangnya original 👍 Ada garansi iBox Barangnya mulus Berfungsi dengan baik Masih ada greenpeel Proses pesanan cepat Packaging a...,sinyal aman imei terdaftar di kemenperin barangnya original ada garansi ibox barangnya mulus berfungsi dengan baik masih ada greenpeel proses pesanan cepat packaging a,24,1
[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,v***s,5,"Disini bener-bener trusted banget terpercaya, new ori garansi resmi ibox semua aman 100% packing oke pengiriman ke bogor juga oke banget cuma 1 hari gila banget!! + yang...",Lebih dari 1 tahun lalu,Black,a9cb3b9f33d9,Positif,"Disini bener-bener trusted banget terpercaya, new ori garansi resmi ibox semua aman 100% packing oke pengiriman ke bogor juga oke banget cuma 1 hari gila banget!! + yang...",disini bener bener trusted banget terpercaya new ori garansi resmi ibox semua aman 100 packing oke pengiriman ke bogor juga oke banget cuma 1 hari gila banget yang,28,1
"[ RESMI ] Apple iPhone 17 Pro 256GB 512GB 1TB A19 Pro Garansi Resmi - ID PA SA/A - [ DIGITECH } - 256GB , Deep Blue",Digitech Mall,Anonymous,5,"entah ini gunanya buat apa yg penting barang yg gw pesan aman sentosa, mungkin ini sebagai bonus bintang aja kali ya, kalo ada bintang lagi gw kasi se abrek buat toko ini...",4 bulan lalu,A,d81865a3ca0b,Positif,"entah ini gunanya buat apa yg penting barang yg gw pesan aman sentosa, mungkin ini sebagai bonus bintang aja kali ya, kalo ada bintang lagi gw kasi se abrek buat toko ini...",entah ini gunanya buat apa yg penting barang yg gw pesan aman sentosa mungkin ini sebagai bonus bintang aja kali ya kalo ada bintang lagi gw kasi se abrek buat toko ini,32,1
"Apple iPhone 17 Pro Garansi Resmi Indonesia - 256Gb, Deep Blue",Senjaya Selindo,t***e,5,"Seller tanggung jawab, thank you👌🏻",Lebih dari 1 tahun lalu,,732fd2c3220c,Positif,"Seller tanggung jawab, thank you👌🏻",seller tanggung jawab thank you,5,1
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,J***n,5,"proses pengiriman cepat, paket aman bubble wrapnya lebih tebal dari bantal saya. barangnya ok, asli masih segel dan ga ada masalah apapun",Lebih dari 1 tahun lalu,Promo Natural - 128GB,58b54d3759f6,Positif,"proses pengiriman cepat, paket aman bubble wrapnya lebih tebal dari bantal saya. barangnya ok, asli masih segel dan ga ada masalah apapun",proses pengiriman cepat paket aman bubble wrapnya lebih tebal dari bantal saya barangnya ok asli masih segel dan ga ada masalah apapun,22,1
[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,Anonymous,5,"Makasih bnyk kk. Nggak nyesel order di sini. Mksh jg kk wenny. Di live dpt potongan lmyn jg ,🙏🙏🙏🙏",Lebih dari 1 tahun lalu,White,a8c5c0af9d51,Positif,"Makasih bnyk kk. Nggak nyesel order di sini. Mksh jg kk wenny. Di live dpt potongan lmyn jg ,🙏🙏🙏🙏",makasih bnyk kk nggak nyesel order di sini mksh jg kk wenny di live dpt potongan lmyn jg,18,1
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,P***y,5,"Alhamdulillah brg selamat sampai tujuan, admin responnya sangat baik!! BEST LAH",Lebih dari 1 tahun lalu,Promo Natural - 128GB,f049af03082c,Positif,"Alhamdulillah brg selamat sampai tujuan, admin responnya sangat baik!! BEST LAH",alhamdulillah brg selamat sampai tujuan admin responnya sangat baik best lah,11,1
[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,Anonymous,5,"Kualitas produk: Mantap ,ori 100%",Lebih dari 1 tahun lalu,Purple,321033de9878,Positif,"Kualitas produk: Mantap ,ori 100%",kualitas produk mantap ori 100,5,1
"(RESMI) iPhone 17 Pro Max ProMax 256GB 512GB 1TB A19 Pro Chip Silver Cosmic Orange Deep Blue - 256GB, Deep Blue",Putra Group,Anonymous,5,Diterima Dengan Baik,4 bulan lalu,1 TB - Deep Blue,46948d09cdf6,Positif,Diterima Dengan Baik,diterima dengan baik,3,1
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,Anonymous,5,"mantap....barang ori ibox , minta di cariin PA/A dapet yg ID/A .... tp gpp , sama2 ori. garansi langsung on begitu IP dinyalain,batre 100%.... bismillah amanah tokonya,da...",Lebih dari 1 tahun lalu,Promo Black - 256GB,c291347f522f,Positif,"mantap....barang ori ibox , minta di cariin PA/A dapet yg ID/A .... tp gpp , sama2 ori. garansi langsung on begitu IP dinyalain,batre 100%.... bismillah amanah tokonya,da...",mantap barang ori ibox minta di cariin pa a dapet yg id a tp gpp sama2 ori garansi langsung on begitu ip dinyalain batre 100 bismillah amanah tokonya da,29,1
"Apple iPhone 17 Pro Max Garansi Resmi Indonesia - 256Gb, Deep Blue",Senjaya Selindo,Anonymous,5,Sinyal aman. Barangnya original 👍. IMEI terdaftar di Kemenperin. Berfungsi dengan baik. Ada garansi iBox. Barangnya mulus. Penjualnya ramah banget. Proses pesanan cepat....,Lebih dari 1 tahun lalu,256Gb - Silver,8417091e36bc,Positif,Sinyal aman. Barangnya original 👍. IMEI terdaftar di Kemenperin. Berfungsi dengan baik. Ada garansi iBox. Barangnya mulus. Penjualnya ramah banget. Proses pesanan cepat....,sinyal aman barangnya original imei terdaftar di kemenperin berfungsi dengan baik ada garansi ibox barangnya mulus penjualnya ramah banget proses pesanan cepat,22,1
[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,E***s,5,"Akhirnya barang yang ditunggu-tunggu datang juga, mendarat dengan selamat, sempet g yakin mau beli online karena dari harga jauh lebih murah dari ofline tapi aku yakinin...",Lebih dari 1 tahun lalu,Black,98125386393a,Positif,"Akhirnya barang yang ditunggu-tunggu datang juga, mendarat dengan selamat, sempet g yakin mau beli online karena dari harga jauh lebih murah dari ofline tapi aku yakinin...",akhirnya barang yang ditunggu tunggu datang juga mendarat dengan selamat sempet g yakin mau beli online karena dari harga jauh lebih murah dari ofline tapi aku yakinin,27,1
"Apple Iphone 17 Garansi Resmi IBox Indonesia - Lavender, 256GB",Unknown,G***d,5,"thank you, fast resp, minta request dikasih, bonus TG 🚀",4 hari lalu,Black - 256GB,9b5a97de2939,Positif,"thank you, fast resp, minta request dikasih, bonus TG 🚀",thank you fast resp minta request dikasih bonus tg,9,1
"Apple iPhone 17 Pro 256GB 512GB 1TB A19 Pro Chip Blue Orange Silver Garansi Apple - 256GB, Deep Blue",Unknown,H***n,5,"Selama beli deg2an takut ada aja yang bakalan di complain ke sellernya, eh taunya semua berjalan baik dan lancar",Lebih dari 1 tahun lalu,128GB - Red,2c36b8839544,Positif,"Selama beli deg2an takut ada aja yang bakalan di complain ke sellernya, eh taunya semua berjalan baik dan lancar",selama beli deg2an takut ada aja yang bakalan di complain ke sellernya eh taunya semua berjalan baik dan lancar,19,1
"Apple iPhone 17 - Garansi Resmi Apple Indonesia - 256GB, Lavender",Universe Gadget Store_NEW,A***n,5,"Ruaarrr Biasaaa.. Pengiriman super cepat.. ngga sampai 2 jam, barang sudah sampai. Dan barang sesuai",1 minggu lalu,256GB - Sage,72af0b283373,Positif,"Ruaarrr Biasaaa.. Pengiriman super cepat.. ngga sampai 2 jam, barang sudah sampai. Dan barang sesuai",ruaarrr biasaaa pengiriman super cepat ngga sampai 2 jam barang sudah sampai dan barang sesuai,15,1
"Apple iPhone 17 - Garansi Resmi Apple Indonesia - 256GB, Lavender",Universe Gadget Store_NEW,J***s,5,"Tokonya sat set, barangnya original dan garansi resmi. Pengiriman cepat dan aman. Thank you",2 minggu lalu,256GB - Black,a4239896ebe3,Positif,"Tokonya sat set, barangnya original dan garansi resmi. Pengiriman cepat dan aman. Thank you",tokonya sat set barangnya original dan garansi resmi pengiriman cepat dan aman thank you,14,1
"Apple iPhone 17 Pro 256GB 512GB 1TB A19 Pro Chip Blue Orange Silver Garansi Apple - 256GB, Deep Blue",Unknown,K***a,5,"Barang ok, masih segel, so far so good, terima kasih seller",Lebih dari 1 tahun lalu,64GB - Green,394dce7e27c3,Positif,"Barang ok, masih segel, so far so good, terima kasih seller",barang ok masih segel so far so good terima kasih seller,11,1
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,D***n,5,"Alhamdulillah blm ada kendala sampai saat ini, awalnya mau request yg PA/A cuma lupa tulis di notenya. Tpi gpp yg dtng SA/A",Lebih dari 1 tahun lalu,Promo Natural - 128GB,396d908d8cc0,Positif,"Alhamdulillah blm ada kendala sampai saat ini, awalnya mau request yg PA/A cuma lupa tulis di notenya. Tpi gpp yg dtng SA/A",alhamdulillah blm ada kendala sampai saat ini awalnya mau request yg pa a cuma lupa tulis di notenya tpi gpp yg dtng sa a,24,1
"Apple iPhone 17 Pro Max Garansi Resmi Indonesia - 256Gb, Deep Blue",Senjaya Selindo,L***i,5,"Barang bagus, original, ada segel hijaunya, respons penjual dan driver instant cepat.. ada cashback juga 600 rb.. diterima dlm keadaan baik.. sayang kepala charger gak di...",Lebih dari 1 tahun lalu,256Gb - Silver,74192cc57faf,Positif,"Barang bagus, original, ada segel hijaunya, respons penjual dan driver instant cepat.. ada cashback juga 600 rb.. diterima dlm keadaan baik.. sayang kepala charger gak di...",barang bagus original ada segel hijaunya respons penjual dan driver instant cepat ada cashback juga 600 rb diterima dlm keadaan baik sayang kepala charger gak di,26,1
"Apple iPhone 17 Pro Garansi Resmi Indonesia - 256Gb, Deep Blue",Senjaya Selindo,Anonymous,5,Mantaap udah pesen 2x dan selalu puas. Barang original dan seller responsif. Semoga awet iponnyaa,Lebih dari 1 tahun lalu,,d3dd5b998d72,Positif,Mantaap udah pesen 2x dan selalu puas. Barang original dan seller responsif. Semoga awet iponnyaa,mantaap udah pesen 2x dan selalu puas barang original dan seller responsif semoga awet iponnyaa,15,1
"(RESMI) iPhone 17 256GB 512GB A19 Chip Black White Mist Blue Sage Lavender - 256GB, Lavender",Putra Group,K***s,5,"Barang ori, admin very kind, alhamdulillah dapet garansi Erajaya, terima kasih banyak minn, next bakal balik lagii untuk orderan-orderan selanjutnyaa, respect.",2 bulan lalu,256GB - Black,773502176e24,Positif,"Barang ori, admin very kind, alhamdulillah dapet garansi Erajaya, terima kasih banyak minn, next bakal balik lagii untuk orderan-orderan selanjutnyaa, respect.",barang ori admin very kind alhamdulillah dapet garansi erajaya terima kasih banyak minn next bakal balik lagii untuk orderan orderan selanjutnyaa respect,22,1
"[ DIGITECH ] Apple iPhone 17 256GB 512GB - ID SA PA /A - Garansi Resmi - 256GB, Lavender",Digitech Mall,R***n,5,Joss banget dapet harga paling murah,2 bulan lalu,256GB - Black,a62e909c169d,Positif,Joss banget dapet harga paling murah,joss banget dapet harga paling murah,6,1
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,Anonymous,5,"barang ori, pelayanan memuaskan, harga kompetitif.",Lebih dari 1 tahun lalu,Promo Natural - 128GB,ed652732fb6a,Positif,"barang ori, pelayanan memuaskan, harga kompetitif.",barang ori pelayanan memuaskan harga kompetitif,6,1
APPLE IPHONE 13 / IPHONE 14 / IPHONE 15 / IPHONE 16 / IPHONE 17 128GB 256GB GARANSI RESMI IBOX,ALIENWARE GAMING STORE,Anonymous,1,banyak kendala dari tf dan barang nyampe 1 minggu,1 bulan lalu,IPHONE 13 BLACK,7cceba7db268,Negatif,banyak kendala dari tf dan barang nyampe 1 minggu,banyak kendala dari tf dan barang nyampe 1 minggu,9,0
[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,y***u,5,Manteuppp,Lebih dari 1 tahun lalu,White,e4a187094248,Positif,Manteuppp,manteuppp,1,1
[FS MILANO] Apple iPhone 17 256GB Garansi Resmi - Black,Unknown,Anonymous,5,"yeyy sesuai ekspetasii😍 aku ambil ditoko btw, amann semua",Lebih dari 1 tahun lalu,Black,72c901f1d733,Positif,"yeyy sesuai ekspetasii😍 aku ambil ditoko btw, amann semua",yeyy sesuai ekspetasii aku ambil ditoko btw amann semua,9,1
"Apple iPhone 17 Pro Max Garansi Resmi Indonesia - 256Gb, Deep Blue",Senjaya Selindo,Anonymous,5,Barangnya original 👍. Ada garansi iBox. Barangnya mulus. Berfungsi dengan baik. Masih ada greenpeel. Sinyal aman.,Lebih dari 1 tahun lalu,128Gb - Blue,8a0bbca08cf1,Positif,Barangnya original 👍. Ada garansi iBox. Barangnya mulus. Berfungsi dengan baik. Masih ada greenpeel. Sinyal aman.,barangnya original ada garansi ibox barangnya mulus berfungsi dengan baik masih ada greenpeel sinyal aman,15,1
"iPhone 17 - Garansi Resmi Apple Indonesia - Black, 256 GB",Peace Cell Marina Online,D***a,5,Pengiriman cepat rapi aman,1 bulan lalu,Mist Blue - 256 GB,22be1674f7f4,Positif,Pengiriman cepat rapi aman,pengiriman cepat rapi aman,4,1
"[ RESMI ] Apple iPhone 17 Pro 256GB 512GB 1TB A19 Pro Garansi Resmi - ID PA SA/A - [ DIGITECH } - 256GB , Deep Blue",Digitech Mall,K***l,5,"barang di iklan seharga seri pro, tapi setelah saya pesan termyata itu hanya seri T biasa, karena harga masih di bawah harga pasar jadi ya saya terima",2 bulan lalu,B,dfdc112a213a,Positif,"barang di iklan seharga seri pro, tapi setelah saya pesan termyata itu hanya seri T biasa, karena harga masih di bawah harga pasar jadi ya saya terima",barang di iklan seharga seri pro tapi setelah saya pesan termyata itu hanya seri t biasa karena harga masih di bawah harga pasar jadi ya saya terima,27,1
"Apple Iphone 17 Garansi Resmi IBox Indonesia - Lavender, 256GB",Unknown,G***i,5,Ga sesuai dengan judulnya garansi ibox,1 bulan lalu,Lavender - 256GB,0c3e495e05bb,Positif,Ga sesuai dengan judulnya garansi ibox,ga sesuai dengan judulnya garansi ibox,6,1
"Apple iPhone 17 Pro 256GB 512GB 1TB A19 Pro Chip Blue Orange Silver Garansi Apple - 256GB, Deep Blue",Unknown,d***n,5,"barangnya baru, masih tersegel dan original. puas belanja disini. sudah dicoba dan sesuai ekspetasi. sukses terus",1 bulan lalu,DOWNPAYMENT - Deep Blue,213f7f5d269f,Positif,"barangnya baru, masih tersegel dan original. puas belanja disini. sudah dicoba dan sesuai ekspetasi. sukses terus",barangnya baru masih tersegel dan original puas belanja disini sudah dicoba dan sesuai ekspetasi sukses terus,16,1
"Apple iPhone 17 Pro Garansi Resmi 256GB 512GB 1TB - 256GB, Deep Blue",iSmile Indonesia,A***d,5,"Resmi garansi TAM, keren pokoknya!",Lebih dari 1 tahun lalu,Natural - 128GB,bfec8580f064,Positif,"Resmi garansi TAM, keren pokoknya!",resmi garansi tam keren pokoknya,5,1
"Apple iPhone 17 Pro Max Garansi Resmi Indonesia - 256Gb, Deep Blue",Senjaya Selindo,V***n,5,Thanks Bosku,Lebih dari 1 tahun lalu,128Gb - Blue,436e928692fe,Positif,Thanks Bosku,thanks bosku,2,1
